gender,city,state,zip,job,category,amt,is_fraud,age
M,Norwalk,CA,90650,Firefighter,home,42.19,0,53
F,Blairstown,MO,64726,Agricultural consultant,shopping_pos,8.6,0,76
F,Fulton,SD,57340,Financial adviser,shopping_pos,195.32,0,71
F,Tampa,FL,33620,Waste management officer,grocery_pos,124.17,0,60
M,Howells,NE,68641,Research scientist (maths),kids_pets,16.13,0,98
M,Winfield,WV,25213,Exhibition designer,shopping_net,3.54,0,46
F,Minneapolis,MN,55428,Analytical chemist,home,29.0,0,59
M,Oakland,TN,38060,Furniture conservator/restorer,health_fitness,107.94,0,33
M,Milwaukee,WI,53228,"Accountant, chartered public finance",misc_net,6.11,0,22
F,Indianapolis,IN,46254,Firefighter,kids_pets,115.66,0,51
M,Woodville,AL,35776,"Editor, commissioning",shopping_pos,10.76,0,47
F,Mount Morris,NY,14510,Acupuncturist,entertainment,75.19,0,68
F,Rocky Mount,MO,65072,Tax inspector,shopping_pos,7.76,0,38
F,Nobleboro,ME,4555,Financial trader,kids_pets,28.39,0,50
F,O Brien,TX,79539,Warden/ranger,shopping_pos,5.63,0,43
M,Bristow,IN,47515,Horticultural therapist,shopping_pos,133.62,0,44
M,Edmond,OK,73034,Media buyer,health_fitness,41.79,0,33
M,Warren,MI,48088,"Doctor, hospital",misc_pos,8.6,0,46
M,Monmouth Beach,NJ,7750,Health promotion specialist,personal_care,7.57,0,48
F,Heart Butte,MT,59448,Water engineer,grocery_pos,101.22,0,54
M,Andrews,IN,46702,Retail banker,personal_care,87.01,0,71
M,Tekoa,WA,99033,Clothing/textile technologist,food_dining,4.3,0,27
M,Bridger,MT,59014,Chartered loss adjuster,health_fitness,76.75,0,48
F,San Angelo,TX,76905,Drilling engineer,grocery_pos,95.46,0,64
M,Acworth,NH,3601,Naval architect,home,88.95,0,38
F,Armagh,PA,15920,Early years teacher,personal_care,1.86,0,54
F,Deane,KY,41812,"Conservation officer, historic buildings",health_fitness,119.39,0,29
M,North Augusta,SC,29860,Secondary school teacher,home,25.54,0,84
M,Harrington Park,NJ,7640,"Radiographer, diagnostic",personal_care,4.92,0,61
M,Helm,CA,93627,Early years teacher,kids_pets,45.77,0,53
M,Zavalla,TX,75980,"Designer, jewellery",home,224.79,0,41
F,Albuquerque,NM,87116,Charity officer,shopping_pos,9.29,0,59
F,Kingsport,TN,37663,Warden/ranger,shopping_net,209.65,0,39
F,Edisto Island,SC,29438,"Sales professional, IT",health_fitness,20.96,0,29
M,Egan,LA,70531,Broadcast presenter,travel,501.67,0,54
F,Cape Coral,FL,33909,Higher education careers adviser,kids_pets,153.21,0,58
M,Oklahoma City,OK,73134,Advertising copywriter,food_dining,14.91,0,60
M,Mc Nabb,IL,61335,Audiological scientist,gas_transport,42.24,0,70
F,Kirby,OH,43330,Private music teacher,grocery_pos,150.03,0,69
F,University,MS,38677,Curator,misc_pos,99.84,0,25
M,Summerfield,TX,79085,Fisheries officer,misc_pos,30.94,0,34
F,Tupper Lake,NY,12986,Chartered loss adjuster,misc_net,488.55,0,50
M,Warren,MI,48088,"Producer, radio",misc_pos,194.78,0,70
M,Reno,NV,89512,Immunologist,health_fitness,12.53,0,29
F,Clarks Mills,PA,16114,Energy manager,grocery_net,42.08,0,29
M,Easton,KS,66020,Air broker,health_fitness,76.29,0,44
F,Philadelphia,PA,19149,Structural engineer,health_fitness,160.48,0,41
F,Minneapolis,MN,55428,Analytical chemist,shopping_net,6.94,0,59
F,Greendale,WI,53129,Logistics and distribution manager,entertainment,148.03,0,45
F,Cowlesville,NY,14037,Colour technologist,misc_pos,6.79,0,43
F,Bristol,PA,19007,"Administrator, charities/voluntary organisations",home,90.64,0,41
F,Thrall,TX,76578,Press sub,gas_transport,66.6,0,50
M,Oakland,CA,94619,Barista,shopping_pos,6.21,0,52
F,Smiths Grove,KY,42171,"Therapist, sports",entertainment,8.78,0,27
F,Vanderbilt,PA,15486,Physiotherapist,home,28.43,0,39
M,Huntsville,AL,35811,Television production assistant,grocery_net,55.27,0,53
M,Mounds,OK,74047,Fitness centre manager,grocery_pos,33.34,0,44
F,Dunlevy,PA,15432,Mining engineer,kids_pets,8.04,0,75
M,Morrisdale,PA,16858,Advice worker,grocery_pos,51.74,0,53
M,Mount Perry,OH,43760,Barrister's clerk,gas_transport,42.9,0,73
M,Helm,CA,93627,Early years teacher,home,75.03,0,53
F,Scotland,MD,20687,Insurance underwriter,food_dining,1.26,0,50
F,Haynes,AR,72341,"Programmer, applications",gas_transport,70.13,0,63
M,Paint Rock,AL,35764,Paediatric nurse,home,40.02,0,60
M,Fulton,OH,43321,Facilities manager,misc_pos,226.76,0,21
M,Meadville,MO,64659,Tourist information centre manager,gas_transport,79.07,0,52
F,River,KY,41254,Quarry manager,misc_net,212.34,0,95
F,Bethel,OH,45106,Field trials officer,shopping_pos,9.6,0,41
M,Carlisle,IN,47838,Energy engineer,kids_pets,59.83,0,88
F,Winter,WI,54896,Neurosurgeon,gas_transport,38.64,0,61
F,Smiths Grove,KY,42171,"Therapist, sports",kids_pets,65.54,0,27
F,Milford,OH,45150,Hospital doctor,home,60.06,0,30
M,San Diego,CA,92128,Chartered public finance accountant,grocery_net,74.4,0,67
M,Ruckersville,VA,22968,"Designer, ceramics/pottery",shopping_pos,7.34,0,51
F,Plantersville,AL,36758,Drilling engineer,entertainment,107.98,0,56
M,Rock Tavern,NY,12575,Building surveyor,entertainment,22.55,0,89
M,Kirk,CO,80824,Network engineer,grocery_pos,133.34,0,71
F,Rock Springs,WY,82901,Music therapist,misc_net,94.29,0,42
F,Port Gibson,NY,14537,Database administrator,food_dining,52.25,0,64
M,Powell,TN,37849,"Teacher, special educational needs",personal_care,50.72,0,57
M,Warren,MI,48088,"Producer, radio",food_dining,55.19,0,70
M,Farmington,NY,14425,Cytogeneticist,home,10.87,0,74
M,Arvada,CO,80005,Hotel manager,shopping_pos,1.69,0,39
F,Cleveland,TX,77327,Building surveyor,shopping_pos,1.18,0,31
F,North Wilkesboro,NC,28659,Dispensing optician,grocery_net,70.87,0,42
F,Surrency,GA,31563,"Engineer, technical sales",misc_net,23.5,0,100
M,Bolton,NC,28423,"Engineer, biomedical",kids_pets,3.84,0,81
F,Jermyn,PA,18433,Training and development officer,kids_pets,64.34,0,45
M,Schaefferstown,PA,17088,Gaffer,shopping_pos,127.18,0,44
F,Heart Butte,MT,59448,Water engineer,misc_net,56.66,0,54
F,Rhame,ND,58651,Illustrator,health_fitness,78.48,0,71
F,Los Angeles,CA,90014,"Journalist, newspaper",home,49.2,0,67
F,Smiths Grove,KY,42171,"Therapist, sports",grocery_pos,274.36,1,27
M,Des Moines,IA,50314,Interior and spatial designer,kids_pets,18.37,0,45
M,Ravenna,NE,68869,"Solicitor, Scotland",health_fitness,76.91,0,52
F,West Palm Beach,FL,33417,Historic buildings inspector/conservation officer,grocery_pos,94.37,0,66
M,Elk Rapids,MI,49629,Chief Financial Officer,shopping_net,957.9,1,40
F,Notrees,TX,79759,Cytogeneticist,misc_pos,9.41,0,57
F,Sutherland,NE,69165,Insurance broker,shopping_pos,6.94,0,44
F,Winger,MN,56592,Applications developer,food_dining,42.03,0,60
F,Moundsville,WV,26041,Physiotherapist,personal_care,40.94,0,49
F,Elberta,MI,49628,"Exhibitions officer, museum/gallery",travel,9.28,0,31
F,Lowville,NY,13367,Theme park manager,personal_care,157.54,0,35
M,Parks,AZ,86018,"Geologist, engineering",shopping_net,7.33,0,69
M,Harper,TX,78631,"Pharmacist, community",food_dining,62.66,0,33
M,Boyd,WI,54726,IT trainer,grocery_pos,99.18,0,51
M,Arcadia,MI,49613,"Designer, jewellery",food_dining,320.69,0,60
F,Louisville,KY,40202,Engineering geologist,food_dining,54.89,0,74
M,Belgrade,MT,59714,"Engineer, drilling",entertainment,12.46,0,51
F,Norwich,OH,43767,Research scientist (medical),home,133.37,0,64
F,Scotland,MD,20687,Insurance underwriter,entertainment,39.89,0,50
F,Red River,NM,87558,"Surveyor, land/geomatics",home,26.77,0,38
M,Omaha,NE,68117,"Surveyor, land/geomatics",misc_pos,3.44,0,31
F,Thrall,TX,76578,Press sub,gas_transport,56.5,0,50
M,Burbank,OK,74633,Sub,health_fitness,6.25,0,85
F,Carlotta,CA,95528,"Therapist, occupational",grocery_pos,131.81,0,75
F,Cottekill,NY,12419,Comptroller,misc_pos,4.48,0,36
M,Pittsburgh,PA,15217,"Scientist, marine",kids_pets,13.7,0,53
F,Heart Butte,MT,59448,Water engineer,grocery_pos,121.52,0,54
F,Gardiner,OR,97441,"Engineer, maintenance",misc_net,132.33,0,70
F,Center Point,WV,26339,Chief Executive Officer,health_fitness,19.42,0,55
M,Mounds,OK,74047,Fitness centre manager,grocery_net,43.39,0,44
M,Manderson,SD,57756,Volunteer coordinator,food_dining,68.66,0,46
F,Old Hickory,TN,37138,Prison officer,gas_transport,47.65,0,32
F,Jermyn,PA,18433,Training and development officer,grocery_net,31.89,0,45
F,Mansfield,OH,44902,Press photographer,shopping_pos,2.03,0,58
F,Hopkins,SC,29061,Chiropodist,grocery_pos,102.37,0,77
F,Hinckley,OH,44233,Medical sales representative,personal_care,5.94,0,38
M,Hancock,MD,21750,Press photographer,food_dining,9.31,0,42
F,Ridgeland,MS,39157,"Scientist, clinical (histocompatibility and immunogenetics)",health_fitness,1.29,0,60
F,Drakes Branch,VA,23937,Energy engineer,gas_transport,52.05,0,41
F,Port Gibson,NY,14537,Database administrator,grocery_pos,109.72,0,64
M,Freedom,WY,83120,"Education officer, museum",shopping_pos,3.31,0,59
F,Falls Church,VA,22046,Chartered accountant,grocery_net,34.62,0,43
F,Knoxville,TN,37932,"Designer, industrial/product",home,116.38,0,32
M,Timberville,VA,22853,Waste management officer,gas_transport,77.44,0,64
M,Arcadia,MI,49613,"Designer, jewellery",shopping_net,404.19,0,60
F,Colton,WA,99113,Chief Marketing Officer,grocery_pos,155.69,0,83
F,Thrall,TX,76578,Press sub,home,10.85,0,50
F,Red River,NM,87558,"Surveyor, land/geomatics",grocery_pos,121.95,0,38
F,Karnack,TX,75661,Chiropodist,personal_care,26.47,0,95
F,Darien,GA,31305,Tax adviser,shopping_pos,2.29,0,59
F,New York City,NY,10280,"Pharmacist, hospital",health_fitness,3.42,0,65
F,Breesport,NY,14816,Psychotherapist,gas_transport,65.07,0,35
F,Armagh,PA,15920,Early years teacher,gas_transport,59.73,0,54
F,Santa Monica,CA,90403,"Civil engineer, contracting",misc_net,54.2,0,65
M,Melbourne,FL,32935,Database administrator,shopping_net,5.71,0,69
F,Whaleyville,MD,21872,Regulatory affairs officer,shopping_pos,5.4,0,41
F,Viola,AR,72583,Psychiatric nurse,entertainment,60.71,0,40
F,Rossville,IL,60963,"Buyer, retail",home,37.89,0,51
M,Grantham,NH,3753,Charity fundraiser,grocery_pos,79.18,0,78
F,Winslow,AR,72959,Musician,personal_care,126.17,0,61
M,Moriarty,NM,87035,"Therapist, art",misc_pos,2.72,0,38
F,East Andover,ME,4226,Animal nutritionist,shopping_net,2.83,0,56
F,Sutherland,NE,69165,Insurance broker,entertainment,22.8,0,44
M,High Rolls Mountain Park,NM,88325,Naval architect,grocery_pos,120.73,0,59
M,Lohrville,IA,51453,Administrator,misc_net,4.32,0,72
F,Vienna,GA,31092,Phytotherapist,food_dining,48.58,0,69
M,Westport,KY,40077,Pensions consultant,gas_transport,76.68,0,30
M,Lane,OK,74555,Quantity surveyor,kids_pets,19.39,0,66
F,Des Moines,IA,50312,Wellsite geologist,grocery_pos,110.99,0,70
F,Winslow,AR,72959,Musician,shopping_pos,3.4,0,61
F,Meridian,ID,83646,Intelligence analyst,food_dining,65.3,0,55
M,Lawrence,MA,1843,Geoscientist,home,107.22,0,41
F,River,KY,41254,Quarry manager,shopping_pos,55.31,0,95
M,Desdemona,TX,76445,Clothing/textile technologist,grocery_pos,86.3,0,48
F,Wilmington,NC,28405,English as a second language teacher,shopping_net,6.18,0,43
M,Moriarty,NM,87035,"Therapist, art",personal_care,11.46,0,38
F,Bagley,WI,53801,Risk analyst,kids_pets,8.09,0,52
M,Stillwater,OK,74074,Cabin crew,health_fitness,24.56,0,78
F,Kingsford Heights,IN,46346,"Psychologist, forensic",home,89.85,0,28
F,Kingsford Heights,IN,46346,"Psychologist, forensic",food_dining,5.49,0,28
M,Rock Tavern,NY,12575,Building surveyor,personal_care,98.98,0,89
F,Pembroke Township,IL,60958,"Psychotherapist, child",shopping_net,45.93,0,22
F,Tulsa,OK,74130,Bookseller,shopping_pos,4.74,0,58
M,West Decatur,PA,16878,Armed forces logistics/support/administrative officer,health_fitness,3.67,0,64
F,Kingsport,TN,37663,Warden/ranger,home,41.66,0,39
F,Shields,ND,58569,Film/video editor,gas_transport,76.2,0,37
M,Emmons,MN,56029,Communications engineer,gas_transport,79.99,0,58
M,Big Creek,KY,40914,"Psychologist, forensic",entertainment,65.75,0,42
M,Wales,AK,99783,"Administrator, education",personal_care,24.45,0,87
M,Mount Saint Joseph,OH,45051,Exhibition designer,entertainment,71.74,0,52
M,High Rolls Mountain Park,NM,88325,Naval architect,travel,7.85,0,59
M,Fulton,OH,43321,Facilities manager,food_dining,3.74,0,21
F,Deltona,FL,32725,Commercial horticulturist,grocery_net,45.0,0,38
F,Hinesburg,VT,5461,Claims inspector/assessor,shopping_net,4.61,0,28
F,Enola,AR,72047,"Physicist, medical",health_fitness,55.91,0,72
M,Dieterich,IL,62424,"Psychologist, clinical",entertainment,15.66,0,64
F,Cranks,KY,40820,"Psychologist, counselling",shopping_net,9.67,0,59
F,Cowlesville,NY,14037,Colour technologist,grocery_pos,63.0,0,43
F,Annapolis,MD,21405,"Accountant, chartered certified",entertainment,55.07,0,83
F,Barneveld,NY,13304,IT trainer,misc_pos,23.44,0,32
F,Birmingham,IA,52535,Camera operator,home,31.06,0,38
F,Llano,NM,87543,Architectural technologist,misc_net,5.06,0,65
M,Kittery Point,ME,3905,Broadcast engineer,grocery_pos,89.01,0,43
F,Tomales,CA,94971,Occupational psychologist,misc_net,3.95,0,72
F,Wichita,KS,67216,Textile designer,misc_net,7.86,0,96
F,Brooklyn,NY,11217,Medical sales representative,food_dining,1.35,0,27
M,Newport,ME,4953,Lexicographer,travel,3.26,0,31
M,Harper,TX,78631,"Pharmacist, community",misc_pos,35.21,0,33
M,Lakeview,MI,48850,Emergency planning/management officer,travel,9.71,0,50
F,Texarkana,AR,71854,Surgeon,home,29.9,0,41
M,Cedar,MI,49621,"Social research officer, government",entertainment,3.22,0,51
F,Philadelphia,PA,19154,Commercial horticulturist,grocery_net,62.74,0,54
F,Loxahatchee,FL,33470,Paramedic,shopping_pos,1.35,0,49
F,Shenandoah Junction,WV,25442,Systems developer,misc_pos,44.68,0,60
M,Bolivar,PA,15923,"Administrator, local government",grocery_pos,102.64,0,32
M,Cass,WV,24927,Special effects artist,gas_transport,54.47,0,56
F,Wichita,KS,67216,Textile designer,shopping_pos,13.38,0,96
M,South Londonderry,VT,5155,Scientific laboratory technician,grocery_pos,122.85,0,69
M,Grand Junction,TN,38039,Clothing/textile technologist,food_dining,55.49,0,52
F,Allenhurst,NJ,7711,"Administrator, charities/voluntary organisations",home,43.18,0,91
F,Indianapolis,IN,46254,Firefighter,shopping_net,4.82,0,51
F,Thomas,OK,73669,Barrister,food_dining,5.98,0,40
F,Red River,NM,87558,"Surveyor, land/geomatics",grocery_pos,98.78,0,38
F,Westfir,OR,97492,Forensic psychologist,grocery_pos,142.91,0,65
M,Lake Jackson,TX,77566,Futures trader,food_dining,2.11,0,27
M,Woodville,AL,35776,"Editor, commissioning",health_fitness,43.89,0,47
M,Elizabeth,NJ,7208,Operational researcher,gas_transport,99.61,0,46
F,Paris,MS,38949,"Administrator, local government",home,18.16,0,65
M,Hawthorne,CA,90250,"Editor, magazine features",grocery_pos,60.4,0,31
M,Port Ewen,NY,12466,Heritage manager,food_dining,66.91,0,60
M,Lima,OH,45801,"Copywriter, advertising",kids_pets,43.24,0,34
F,Brantley,AL,36009,Exercise physiologist,shopping_pos,65.53,0,68
M,Brooklin,ME,4616,"Loss adjuster, chartered",shopping_net,91.41,0,52
F,Sturgis,MS,39769,Medical physicist,grocery_pos,174.34,0,66
F,Hinesburg,VT,5461,Claims inspector/assessor,food_dining,1.01,0,28
F,Mountain Park,OK,73559,Research scientist (life sciences),home,9.71,0,43
F,Thomas,OK,73669,Barrister,gas_transport,56.22,0,40
M,Murrayville,IL,62668,Commercial/residential surveyor,misc_pos,124.69,0,23
F,Altona,NY,12910,"Surveyor, land/geomatics",entertainment,36.04,0,73
M,Andrews,IN,46702,Retail banker,grocery_pos,127.39,0,71
F,Cisco,IL,61830,Landscape architect,misc_net,7.45,0,66
F,Sterling City,TX,76951,"Scientist, biomedical",home,103.62,0,64
F,Dallas,TX,75218,"Designer, ceramics/pottery",grocery_net,51.83,0,51
M,Manderson,SD,57756,Volunteer coordinator,kids_pets,50.87,0,46
M,North Augusta,SC,29860,Secondary school teacher,grocery_pos,142.89,0,84
M,Muskegon,MI,49440,Historic buildings inspector/conservation officer,grocery_pos,63.21,0,31
F,Fenelton,PA,16034,Operations geologist,grocery_pos,156.07,0,63
M,Norman,AR,71960,Magazine features editor,food_dining,36.24,0,60
M,Greenville,OH,45331,Media planner,shopping_net,5.6,0,55
F,Beaver Falls,PA,15010,Podiatrist,shopping_pos,284.4,0,26
F,Burlington,WA,98233,Public house manager,entertainment,147.81,0,52
M,Johns Island,SC,29455,Materials engineer,grocery_net,22.49,0,29
F,Sutherland,NE,69165,Insurance broker,travel,4.79,0,44
F,Washington Court House,OH,43160,Television floor manager,gas_transport,72.34,0,87
M,Tyaskin,MD,21865,Music tutor,shopping_net,93.53,0,61
M,Harrodsburg,IN,47434,Social researcher,travel,4.43,0,71
F,Ash Flat,AR,72513,Hydrologist,travel,9.26,0,100
F,Hinesburg,VT,5461,Claims inspector/assessor,misc_net,73.63,0,28
F,Paradise Valley,AZ,85253,Building surveyor,shopping_net,4.82,0,91
M,Ruth,NV,89319,Interpreter,gas_transport,46.71,0,80
F,Brunson,SC,29911,Social researcher,kids_pets,5.47,0,52
M,Cord,AR,72524,"Designer, ceramics/pottery",shopping_pos,2.29,0,88
M,Tekoa,WA,99033,Clothing/textile technologist,home,81.97,0,27
F,Barnstable,MA,2630,Counselling psychologist,kids_pets,61.42,0,63
F,North Loup,NE,68859,"Nurse, children's",food_dining,3.04,0,46
F,Blackville,SC,29817,Technical brewer,shopping_pos,39.08,0,60
F,Notrees,TX,79759,Cytogeneticist,gas_transport,61.97,0,57
M,Mayersville,MS,39113,Technical brewer,grocery_net,46.43,0,47
M,Cecilton,MD,21913,Podiatrist,gas_transport,78.25,0,57
F,Grandview,TX,76050,"Radiographer, therapeutic",shopping_net,85.37,0,34
F,Lakeport,CA,95453,Podiatrist,grocery_net,79.26,0,54
F,Plymouth,CT,6782,Herpetologist,misc_pos,7.65,0,53
F,Manor,PA,15665,Public affairs consultant,gas_transport,59.58,0,85
M,Huntsville,AL,35803,"Engineer, automotive",entertainment,4.79,0,67
M,Parkers Lake,KY,42634,"Designer, industrial/product",home,30.33,0,58
M,Hudson,NY,12534,Travel agency manager,entertainment,21.09,0,28
F,Creola,OH,45622,"Copywriter, advertising",kids_pets,22.25,0,47
F,Tyler,TX,75703,Sports development officer,misc_pos,35.34,0,42
M,Reno,NV,89512,Immunologist,gas_transport,46.38,0,29
M,Omaha,NE,68117,"Surveyor, land/geomatics",food_dining,13.51,0,31
M,Deadwood,SD,57732,Multimedia programmer,entertainment,7.76,0,56
F,Scotland,MD,20687,Insurance underwriter,misc_pos,1.34,0,50
M,Scarborough,ME,4074,Make,personal_care,15.29,0,93
F,Loxahatchee,FL,33470,Paramedic,personal_care,62.35,0,49
F,Kirtland Afb,NM,87117,"Surveyor, land/geomatics",kids_pets,6.32,0,48
M,Purmela,TX,76566,Web designer,gas_transport,78.22,0,83
F,Burlington,WA,98233,Public house manager,shopping_net,1.35,0,52
F,Fullerton,NE,68638,"Surveyor, mining",misc_pos,1.44,0,53
F,Barnstable,MA,2630,Counselling psychologist,shopping_net,5.42,0,63
M,Lonsdale,MN,55046,Chief Strategy Officer,misc_net,2.02,0,39
F,Thompson,UT,84540,"Surveyor, minerals",home,156.12,0,39
F,Laramie,WY,82072,"Pilot, airline",shopping_net,2.88,0,38
F,Downsville,NY,13755,"Psychotherapist, child",gas_transport,66.78,0,36
F,Manville,WY,82227,Educational psychologist,entertainment,65.26,0,46
F,Uledi,PA,15484,Tree surgeon,shopping_net,2.82,0,43
F,Stephensport,KY,40170,Chartered public finance accountant,shopping_net,1554.79,0,59
F,De Witt,AR,72042,Electrical engineer,misc_pos,199.03,0,33
M,Tyaskin,MD,21865,Music tutor,gas_transport,47.15,0,61
F,Lake Oswego,OR,97034,Planning and development surveyor,shopping_net,5.72,0,44
M,Espanola,NM,87533,Historic buildings inspector/conservation officer,home,178.94,0,54
M,Cross,SC,29436,Occupational hygienist,shopping_pos,8.04,0,53
M,Norman Park,GA,31771,Rural practice surveyor,gas_transport,63.11,0,23
M,Gretna,LA,70056,Biomedical scientist,kids_pets,157.75,0,54
M,Rumely,MI,49826,Film/video editor,grocery_pos,117.48,0,36
F,Blackville,SC,29817,Technical brewer,health_fitness,12.18,0,60
M,Utica,PA,16362,Garment/textile technologist,grocery_pos,107.58,0,37
F,North Prairie,WI,53153,Applications developer,gas_transport,72.1,0,84
M,Ringwood,IL,60072,Outdoor activities/education manager,grocery_pos,91.67,0,41
M,San Antonio,TX,78248,Exhibition designer,shopping_pos,1.6,0,51
F,Karnack,TX,75661,Chiropodist,misc_pos,7.09,0,95
F,Roma,TX,78584,IT trainer,kids_pets,104.22,0,36
M,Acworth,NH,3601,Naval architect,grocery_net,55.08,0,38
M,Turner,MT,59542,Further education lecturer,entertainment,30.53,0,62
F,Kilgore,TX,75662,Multimedia programmer,kids_pets,18.65,0,43
F,Leonard,TX,75452,Sub,shopping_net,207.97,0,49
F,Walnut Ridge,AR,72476,"Engineer, control and instrumentation",shopping_pos,188.14,0,49
M,Nazareth,TX,79063,Petroleum engineer,shopping_pos,134.87,0,46
M,Corriganville,MD,21524,Energy engineer,kids_pets,9.08,0,66
F,Prairie Hill,TX,76678,Barrister,kids_pets,44.82,0,70
F,Cowlesville,NY,14037,Colour technologist,gas_transport,32.27,0,43
F,Tomahawk,WI,54487,Seismic interpreter,personal_care,189.46,0,29
M,Key West,FL,33040,Town planner,grocery_net,48.65,0,39
M,Westport,KY,40077,Pensions consultant,food_dining,84.51,0,30
F,Wichita,KS,67216,Textile designer,home,35.53,0,96
F,West Columbia,SC,29170,Chemical engineer,food_dining,20.47,0,97
M,Freedom,WY,83120,"Education officer, museum",misc_pos,2.11,0,59
M,Milwaukee,WI,53228,"Accountant, chartered public finance",shopping_net,5.3,0,22
M,Port Costa,CA,94569,Armed forces training and education officer,gas_transport,33.82,0,67
F,Naples,FL,34112,"Pilot, airline",home,18.44,0,92
M,Paulding,OH,45879,Secondary school teacher,entertainment,1.61,0,90
M,Luray,MO,63453,Town planner,kids_pets,8.15,0,60
F,Bellmore,NY,11710,"Librarian, public",kids_pets,71.61,0,56
F,Mansfield,OH,44902,Press photographer,shopping_pos,9.18,0,58
F,Wilmington,NC,28405,English as a second language teacher,kids_pets,24.09,0,43
M,Mallie,KY,41836,Facilities manager,health_fitness,17.79,0,100
F,Hurricane,WV,25526,Sub,gas_transport,77.22,0,46
F,Conway,WA,98238,"Research officer, political party",personal_care,8.55,0,42
F,Tupper Lake,NY,12986,Chartered loss adjuster,misc_net,4.16,0,50
F,Orangeburg,NY,10962,Records manager,home,66.36,0,55
F,Wetmore,MI,49895,Immunologist,shopping_net,6.02,0,54
M,Muskegon,MI,49440,Historic buildings inspector/conservation officer,grocery_net,41.51,0,31
F,Shenandoah Junction,WV,25442,Systems developer,misc_net,130.63,0,60
M,Fairview,NJ,7022,"Programmer, multimedia",health_fitness,21.7,0,59
F,Tulsa,OK,74131,"Teacher, special educational needs",misc_pos,267.21,0,55
M,Springfield,VA,22151,Production engineer,home,22.38,0,76
F,Kilgore,TX,75662,Multimedia programmer,home,13.94,0,43
F,Oolitic,IN,47451,Counsellor,entertainment,11.12,0,35
F,Tupper Lake,NY,12986,Chartered loss adjuster,personal_care,112.47,0,50
M,Bryant,WI,54418,Information systems manager,health_fitness,75.64,0,47
M,Edinburg,VA,22824,"Designer, multimedia",grocery_pos,108.96,0,79
M,Minneapolis,MN,55403,Chemical engineer,home,42.75,0,50
F,Sturgis,MS,39769,Medical physicist,shopping_pos,3.09,0,66
F,Grandview,TX,76050,"Radiographer, therapeutic",misc_net,9.71,0,34
M,Parks,AZ,86018,"Geologist, engineering",misc_net,1.78,0,69
M,Emporium,PA,15834,Public affairs consultant,shopping_pos,5.73,0,57
F,Halstad,MN,56548,"Scientist, audiological",grocery_net,32.2,0,54
M,Tickfaw,LA,70466,"Accountant, chartered public finance",home,66.15,0,75
F,Topeka,KS,66618,Secondary school teacher,shopping_pos,6.45,0,22
M,Cuyahoga Falls,OH,44223,Equities trader,grocery_pos,82.07,0,60
M,Watertown,MN,55388,Licensed conveyancer,shopping_pos,1.31,0,67
F,Albany,NY,12222,"Designer, textile",personal_care,19.72,0,87
M,Thida,AR,72165,Careers information officer,home,5.55,0,26
F,Tomahawk,WI,54487,Seismic interpreter,shopping_pos,329.39,0,29
F,Stanchfield,MN,55080,"Lecturer, further education",entertainment,26.53,0,31
F,Mount Morris,NY,14510,Acupuncturist,misc_pos,229.41,0,68
M,Winthrop,ME,4364,Advertising account planner,kids_pets,19.05,0,31
F,Manville,WY,82227,Educational psychologist,misc_pos,5.79,0,46
M,Heidelberg,MS,39439,"Exhibitions officer, museum/gallery",misc_pos,7.37,0,38
F,Diamond,OH,44412,"Engineer, biomedical",misc_net,6.77,0,43
F,Glen Rock,PA,17327,Insurance claims handler,misc_pos,9.09,0,74
F,Moravian Falls,NC,28654,"Psychologist, counselling",shopping_net,108.65,0,38
M,Bessemer,AL,35022,Radio broadcast assistant,home,17.59,0,37
F,Manchester,MD,21102,Clinical research associate,kids_pets,97.22,0,62
M,Pittsburgh,PA,15217,"Scientist, marine",shopping_net,6.81,0,53
M,Gretna,LA,70056,Biomedical scientist,health_fitness,21.28,0,54
M,Parsonsfield,ME,4047,Audiological scientist,home,56.02,0,70
M,Gretna,LA,70056,Biomedical scientist,grocery_pos,44.13,0,54
F,Putnam,IL,61560,"Presenter, broadcasting",home,13.73,0,64
M,Comfrey,MN,56019,Health and safety adviser,personal_care,67.8,0,82
F,Ogdensburg,NJ,7439,Senior tax professional/tax inspector,misc_pos,9.32,0,32
F,Winger,MN,56592,Applications developer,gas_transport,48.56,0,60
M,Marienville,PA,16239,"Copywriter, advertising",grocery_pos,65.94,0,64
F,Matthews,MO,63867,Aeronautical engineer,shopping_pos,7.47,0,47
F,North Wilkesboro,NC,28659,Dispensing optician,travel,1.04,0,42
M,Allentown,NY,14707,Radio producer,kids_pets,14.0,0,70
M,Johns Island,SC,29455,Materials engineer,food_dining,44.12,0,29
M,Cecilton,MD,21913,Podiatrist,shopping_net,3.61,0,57
M,Acworth,NH,3601,Naval architect,health_fitness,75.33,0,38
F,Beaver Falls,PA,15010,Podiatrist,shopping_pos,3.51,0,26
M,Wichita,KS,67232,Heritage manager,entertainment,324.32,0,41
F,Basye,VA,22810,"Engineer, mining",personal_care,48.07,0,54
F,Valdosta,GA,31605,Educational psychologist,food_dining,62.29,0,39
F,Sebring,FL,33872,Environmental consultant,grocery_net,58.48,0,40
F,Early,IA,50535,"Pilot, airline",home,28.29,0,77
F,Greenwood,IN,46143,Financial adviser,food_dining,60.5,0,58
F,Goodrich,MI,48438,Learning disability nurse,grocery_pos,210.52,0,41
M,Sprague,NE,68438,Chiropodist,personal_care,1.83,0,59
